review_row_id,original_sample_id,esl_language,split,ind,source_id,activity_label,original_prompt,modified_prompt,ending_1,ending_2,ending_3,ending_4,correct_option,gold_answer,R1_Meaning,R2_Meaning,Final_Meaning,R1_Key_Info,R2_Key_Info,Final_Key_Info,R1_Answer_Preserved,R2_Answer_Preserved,Final_Answer_Preserved,R1_Realism,R2_Realism,Final_Realism,R1_Readability,R2_Readability,Final_Readability,R1_Comments,R2_Comments,Final_Comments
HS_REVIEW_027,HS_ORIG_04,french,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Real Jordans is coming a strong box fitted perfectly closely, with no gaps.""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_028,HS_ORIG_04,german,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Real Jordans is coming a strong box fitted perfectly close, with no gaps.""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_029,HS_ORIG_04,japanese,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","Real Jordan is being coming strength box fitted perfectly closely, with no gaps.","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_030,HS_ORIG_04,portuguese,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","Real Jordan is coming in a strong box fitted perfectly closely closely, no gaps.","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_031,HS_ORIG_04,russian,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Feels your emotions plus will is go a process easily if do not try to fight or hold what are feeling .""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_032,HS_ORIG_04,spanish,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Real Jordan is coming arriving an strong box fitted perfectly closely, with no gaps.""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_033,HS_ORIG_05,arabic,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out your kwanzaa items a morning December 26th. Kwanzaa starts a evening of December 26th, so needs to get all your items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_034,HS_ORIG_05,chinese,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out your kwanzaa items on a morning December 26th. Kwanzaa start the evening of December 26th, so needs to get all your items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_035,HS_ORIG_05,french,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","Get out your kwanzaa items the morning December 26th. Kwanzaa starts the evening December 26th, so you needs to get all your items together morning and afternoon.","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_036,HS_ORIG_05,german,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","Get out your kwanzaa items in the morning December 26th. Kwanzaa starts the evening December 26th, so you needs to get all your items together morning and afternoon.","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_037,HS_ORIG_05,japanese,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out kwanzaa items morning of December 26th. Kwanzaa starts the evening of December 26th, so you needs to get all items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_038,HS_ORIG_05,portuguese,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out your kwanzaa items the morning December 26th the morning December 26th. Kwanzaa starts the evening December 26th, so will needs to get all your items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_039,HS_ORIG_05,russian,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out your kwanzaa items on a morning December 26th. Kwanzaa starts the evening of December 26th, so needs have to get all your items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_040,HS_ORIG_05,spanish,val,5045,wikihow~8380,Holidays and Traditions,"[header] How to light kwanzaa candles [title] Get out your kwanzaa items on the morning of december 26th. [step] Kwanzaa starts the evening of december 26th, so you'll need to get all your items together that morning and afternoon. If you celebrate christmas or any other holiday, put those decorative items away before you set up for kwanzaa.","""Get out your kwanzaa items a morning December 26th. Kwanzaa starts the evening of December 26th, so needs have to get all your items together morning and afternoon.""","You'll need about three warm-toned coloured candles which you can buy from stores such as salvation army, dollar store, costume house, and walmart. [title] Take any writing items with you to the store.","[step] If you're not sure what to put aside, look up websites like ebay and amazon to find something livable to put aside at the end of the night. Save your empty kwanzaa candle holders.","[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.","Don't forget to put your candles back where you found them, if you replaced them. [title] Set up your table for kwanzaa candles.",3,"[substeps] Self-determination and the specific culture of africa is an important part of kwanzaa. You can still celebrate other holidays, but be sure the only holiday decorations up on december 26th are for kwanzaa.",,,,,,,,,,,,,,,,,,
HS_REVIEW_041,HS_ORIG_06,arabic,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""Being deciding how short you want to go, short can mean different things to different people, and length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women wanting extremely short hairstyl while an bobs works for those wanting a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_042,HS_ORIG_06,chinese,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""Being deciding how short want to go, short can mean different things to different people, and length of your hair can help decide what cut to go for. For example, pixie cuts are great for women wanting extremely short hairstyle while a bobs works for those wanting a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_043,HS_ORIG_06,french,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""You being deciding how short you want to go, short can mean different things to different people, and length your hair can help you decide what cut to go . For example, pixie cuts are great women wanting extremely short hairstyle while a bob works those wanting a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_044,HS_ORIG_06,german,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""You being deciding how short you want to go, short can mean different things different people, and length your hair can help you decide what cut to go . For example, pixie cuts are great women wanting extremely short hairstyle while a bob works those wanting a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_045,HS_ORIG_06,japanese,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""You are wanting to decide how short you want to go, short can mean different things to different people, and length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women are wanting to have extremely short hair while bob works for those wanting to have a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_046,HS_ORIG_06,portuguese,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","You being to go to go decide how short you want to go, short can mean different things to different people, and length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women wanting extremely short hairstyl while a bob works for those wanting a chin-length cut.","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_047,HS_ORIG_06,russian,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","""Are being deciding to how short want to go, short can mean different things to different people, and length of your hair can help decide what cut to go for. For example, pixie cuts are great for women wanting extremely short hairstyle while a bob works for those wanting a chin-length cut.""","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_048,HS_ORIG_06,spanish,val,4142,wikihow~6911,Personal Care and Style,"[header] How to choose a short hairstyle as an older woman [title] Decide how short you want to go. [step] Short can mean different things to different people, and the length of your hair can help you decide what cut to go for. For example, pixie cuts are great for women who want extremely short hairstyle while a bob works for those who want a chin-length cut.","You being are deciding how short you want to go, short can mean different things to different people, and length of your a hair can help you decide what cut to go for. For example, pixie cuts are great for women wanting extremely short hairstyle while an bob works for those wanting a chin-length cut.","What length you want has to do with either your hair or height : [substeps] Your height height. If you want to be younger, stick with half inch hair and half an inch length.",You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,"Shorter hair tends to look better with longer cuts, so don't buy a bob that looks too short. Stylists must know how to use or talk about shortest cuts.",Here are some tips to help get you started : [substeps] It's not recommended that you go too long. Men over 40 can cut right above mid-length.,2,You might decide that you want to go : [substeps] Chin-length mouth-length cheek-length eye or ear length pixie cut [title] Define your hair goals. [step] Try to determine why you want a short haircut.,,,,,,,,,,,,,,,,,,
HS_REVIEW_049,HS_ORIG_07,arabic,val,50580,wikihow~83236,Family Life,"[header] How to become a foster parent in new york [title] Read up on the responsibilities. [step] A foster parent provides nurturing care and a stable home for children who cannot currently live with their natural parents. Typically, children are removed because of abuse or neglect.","""How to become a foster parent New York. Read the jobs plus a foster parent provides kind care and a safe home children who cannot live their real parents now.""","If you need help, ask a qualified foster parent. [substeps] A qualified foster care agency, if applicable, is responsible for providing foster care.","To prepare for this role, you should read up on the responsibilities you have experienced while serving as your foster parent. [substeps] To learn more about the responsibilities you will see, go to: https: // elevearcare.","Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.","For this reason, the foster parents are required to have a few years of experience with their child's household in order to have a high likelihood of earning legal custody of the child. [substeps] It can take several years to earn the license to be a foster parent.",3,"Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.",,,,,,,,,,,,,,,,,,
HS_REVIEW_050,HS_ORIG_07,chinese,val,50580,wikihow~83236,Family Life,"[header] How to become a foster parent in new york [title] Read up on the responsibilities. [step] A foster parent provides nurturing care and a stable home for children who cannot currently live with their natural parents. Typically, children are removed because of abuse or neglect.","""How to become an foster parent in New York. Read on the jobs up plus an foster parent provides kind care and the safe home for children who cannot live with their real parents now.""","If you need help, ask a qualified foster parent. [substeps] A qualified foster care agency, if applicable, is responsible for providing foster care.","To prepare for this role, you should read up on the responsibilities you have experienced while serving as your foster parent. [substeps] To learn more about the responsibilities you will see, go to: https: // elevearcare.","Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.","For this reason, the foster parents are required to have a few years of experience with their child's household in order to have a high likelihood of earning legal custody of the child. [substeps] It can take several years to earn the license to be a foster parent.",3,"Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.",,,,,,,,,,,,,,,,,,
HS_REVIEW_051,HS_ORIG_07,french,val,50580,wikihow~83236,Family Life,"[header] How to become a foster parent in new york [title] Read up on the responsibilities. [step] A foster parent provides nurturing care and a stable home for children who cannot currently live with their natural parents. Typically, children are removed because of abuse or neglect.","""How to become a foster parent New York. Read the jobs plus a foster parent provides kind care and a safe home children who cannot live their real parents now.""","If you need help, ask a qualified foster parent. [substeps] A qualified foster care agency, if applicable, is responsible for providing foster care.","To prepare for this role, you should read up on the responsibilities you have experienced while serving as your foster parent. [substeps] To learn more about the responsibilities you will see, go to: https: // elevearcare.","Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.","For this reason, the foster parents are required to have a few years of experience with their child's household in order to have a high likelihood of earning legal custody of the child. [substeps] It can take several years to earn the license to be a foster parent.",3,"Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.",,,,,,,,,,,,,,,,,,
HS_REVIEW_052,HS_ORIG_07,german,val,50580,wikihow~83236,Family Life,"[header] How to become a foster parent in new york [title] Read up on the responsibilities. [step] A foster parent provides nurturing care and a stable home for children who cannot currently live with their natural parents. Typically, children are removed because of abuse or neglect.","""How to become a foster parent New York. Read the jobs plus a foster parent provides kindly care and a safe home children who cannot live their real parents now.""","If you need help, ask a qualified foster parent. [substeps] A qualified foster care agency, if applicable, is responsible for providing foster care.","To prepare for this role, you should read up on the responsibilities you have experienced while serving as your foster parent. [substeps] To learn more about the responsibilities you will see, go to: https: // elevearcare.","Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.","For this reason, the foster parents are required to have a few years of experience with their child's household in order to have a high likelihood of earning legal custody of the child. [substeps] It can take several years to earn the license to be a foster parent.",3,"Because the child probably suffers from trauma due to being separated from his or her home, a foster parent needs to provide patience, love, and affection in addition to food, shelter, and clothing. [substeps] You will also need to make sure that children get the mental and physical health care that they need.",,,,,,,,,,,,,,,,,,
